,target,.predictions,.gap_predictions,QCF_target#gfRF,target#gfRF,.predictions_fallback,.gapfilled_cumulative
,-,[aux],[aux],[0=measured],-,[aux],[aux]
2020-05-12 16:15:00,-3.797234,,,0,-3.797234,-2.7092816149154686,-3.797234
2020-05-12 16:45:00,-3.9555684,,,0,-3.9555684,-2.7092816149154686,-7.7528024
2020-05-12 17:15:00,-2.7600913,,,0,-2.7600913,-2.3468122773946214,-10.5128937
2020-05-12 17:45:00,-3.2047886,,,0,-3.2047886,-2.3468122773946214,-13.7176823
2020-05-12 18:15:00,-0.8008213,,,0,-0.8008213,0.5479137181933327,-14.518503599999999
2020-05-12 18:45:00,2.1392445,,,0,2.1392445,0.5479137181933327,-12.379259099999999
2020-05-12 19:15:00,4.390925,,,0,4.390925,4.508859255682879,-7.9883340999999985
2020-05-12 19:45:00,4.351706,,,0,4.351706,4.508859255682879,-3.6366280999999985
2020-05-12 20:15:00,6.635358,,,0,6.635358,5.8386196592253485,2.9987299000000016
2020-05-12 20:45:00,,,,2,5.8386196592253485,5.8386196592253485,8.83734955922535
2020-05-12 21:15:00,,,,2,5.08447329487433,5.08447329487433,13.92182285409968
2020-05-12 21:45:00,,,,2,5.08447329487433,5.08447329487433,19.00629614897401
2020-05-12 22:15:00,,,,2,4.3266584500182725,4.3266584500182725,23.33295459899228
2020-05-12 22:45:00,,,,2,4.3266584500182725,4.3266584500182725,27.659613049010552
2020-05-12 23:15:00,,,,2,4.640499122690545,4.640499122690545,32.300112171701095
2020-05-12 23:45:00,,,,2,4.640499122690545,4.640499122690545,36.94061129439164
2020-05-13 00:15:00,,,,2,3.7484186339471472,3.7484186339471472,40.68902992833878
2020-05-13 00:45:00,,,,2,3.7484186339471472,3.7484186339471472,44.43744856228593
2020-05-13 01:15:00,,,,2,3.6901453228910377,3.6901453228910377,48.127593885176964
2020-05-13 01:45:00,,,,2,3.6901453228910377,3.6901453228910377,51.817739208068005
2020-05-13 02:15:00,2.404048,3.075816071726985,,0,2.404048,3.5012937341996304,54.22178720806801
2020-05-13 02:45:00,4.070175,3.9798528185639417,,0,4.070175,3.5012937341996304,58.29196220806801
2020-05-13 03:15:00,3.851867,4.127994716328954,,0,3.851867,4.0687494771939035,62.143829208068006
2020-05-13 03:45:00,,4.288644073504978,4.288644073504978,1,4.288644073504978,4.0687494771939035,66.43247328157298
2020-05-13 04:15:00,4.873411,4.674506218551983,,0,4.873411,5.02763615072235,71.30588428157299
2020-05-13 04:45:00,,5.490736953999988,5.490736953999988,1,5.490736953999988,5.02763615072235,76.79662123557297
2020-05-13 05:15:00,,5.952055470560013,5.952055470560013,1,5.952055470560013,5.499533113113578,82.74867670613298
2020-05-13 05:45:00,,5.284554780200008,5.284554780200008,1,5.284554780200008,5.499533113113578,88.033231486333
2020-05-13 06:15:00,,4.768717333200014,4.768717333200014,1,4.768717333200014,4.9117145768334165,92.80194881953301
2020-05-13 06:45:00,,4.616557286360014,4.616557286360014,1,4.616557286360014,4.9117145768334165,97.41850610589303
2020-05-13 07:15:00,,7.830911501340041,7.830911501340041,1,7.830911501340041,6.33330431015492,105.24941760723307
2020-05-13 07:45:00,4.904542,5.679614811390075,,0,4.904542,6.33330431015492,110.15395960723308
2020-05-13 08:15:00,,5.801532699600023,5.801532699600023,1,5.801532699600023,5.818832123722721,115.9554923068331
2020-05-13 08:45:00,,5.373096755700034,5.373096755700034,1,5.373096755700034,5.818832123722721,121.32858906253313
2020-05-13 09:15:00,,5.2023467806000205,5.2023467806000205,1,5.2023467806000205,4.433059149116685,126.53093584313315
2020-05-13 09:45:00,3.594625,4.998018534100021,,0,3.594625,4.433059149116685,130.12556084313314
2020-05-13 10:15:00,,4.056884944120033,4.056884944120033,1,4.056884944120033,4.162156230283511,134.1824457872532
2020-05-13 10:45:00,,4.435463709300028,4.435463709300028,1,4.435463709300028,4.162156230283511,138.6179094965532
2020-05-13 11:15:00,,1.612441821420013,1.612441821420013,1,1.612441821420013,1.8892568079477006,140.23035131797323
2020-05-13 11:45:00,,1.4604339612100068,1.4604339612100068,1,1.4604339612100068,1.8892568079477006,141.69078527918325
2020-05-13 12:15:00,,4.741320165260029,4.741320165260029,1,4.741320165260029,4.273645230497041,146.43210544444327
2020-05-13 12:45:00,,4.660272295580027,4.660272295580027,1,4.660272295580027,4.273645230497041,151.0923777400233
2020-05-13 13:15:00,,3.8507939981600243,3.8507939981600243,1,3.8507939981600243,4.140052653365239,154.9431717381833
2020-05-13 13:45:00,,4.6039043509600335,4.6039043509600335,1,4.6039043509600335,4.140052653365239,159.54707608914333
2020-05-13 14:15:00,,3.70091064301002,3.70091064301002,1,3.70091064301002,4.970134827063552,163.24798673215335
2020-05-13 14:45:00,,6.506778363719997,6.506778363719997,1,6.506778363719997,4.970134827063552,169.75476509587335
2020-05-13 15:15:00,,4.936261404130024,4.936261404130024,1,4.936261404130024,4.9332026712267085,174.69102650000337
2020-05-13 15:45:00,,4.931950688110004,4.931950688110004,1,4.931950688110004,4.9332026712267085,179.62297718811337
2020-05-13 16:15:00,,5.007535573430007,5.007535573430007,1,5.007535573430007,4.953216519057216,184.63051276154337
2020-05-13 16:45:00,,4.997894748699996,4.997894748699996,1,4.997894748699996,4.953216519057216,189.62840751024336
2020-05-13 17:15:00,,5.441704261420003,5.441704261420003,1,5.441704261420003,5.336272141369206,195.07011177166336
2020-05-13 17:45:00,6.11359,5.572691538539963,,0,6.11359,5.336272141369206,201.18370177166335
