,target,.predictions,.gap_predictions,QCF_target#gfRF,target#gfRF,.predictions_fallback,.gapfilled_cumulative
,-,[aux],[aux],[0=measured],-,[aux],[aux]
2019-05-10 12:15:00,-4.696940000000001,,,0,-4.696940000000001,-3.5457953011428427,-4.696940000000001
2019-05-10 12:45:00,-3.8900900000000003,,,0,-3.8900900000000003,-3.5457953011428427,-8.58703
2019-05-10 13:15:00,-4.85069,,,0,-4.85069,-2.3173766300000103,-13.43772
2019-05-10 13:45:00,,,,2,-2.3173766300000103,-2.3173766300000103,-15.755096630000011
2019-05-10 14:15:00,7.825010000000001,,,0,7.825010000000001,4.130808995499993,-7.930086630000011
2019-05-10 14:45:00,,,,2,4.130808995499993,4.130808995499993,-3.799277634500018
2019-05-10 15:15:00,7.65909,,,0,7.65909,5.636735669142895,3.859812365499982
2019-05-10 15:45:00,4.33866,,,0,4.33866,5.636735669142895,8.198472365499981
2019-05-10 16:15:00,,,,2,-3.9511658305000372,-3.9511658305000372,4.247306534999944
2019-05-10 16:45:00,-2.53011,,,0,-2.53011,-3.9511658305000372,1.7171965349999438
2019-05-10 17:15:00,,,,2,6.785774077542846,6.785774077542846,8.50297061254279
2019-05-10 17:45:00,5.19836,,,0,5.19836,6.785774077542846,13.70133061254279
2019-05-10 18:15:00,,,,2,9.624649761429803,9.624649761429803,23.32598037397259
2019-05-10 18:45:00,,,,2,9.624649761429803,9.624649761429803,32.95063013540239
2019-05-10 19:15:00,,,,2,8.933506983247963,8.933506983247963,41.88413711865036
2019-05-10 19:45:00,,,,2,8.933506983247963,8.933506983247963,50.817644101898324
2019-05-10 20:15:00,,,,2,11.600662757972067,11.600662757972067,62.41830685987039
2019-05-10 20:45:00,,,,2,11.600662757972067,11.600662757972067,74.01896961784246
2019-05-10 21:15:00,16.8259,,,0,16.8259,12.512348030286475,90.84486961784246
2019-05-10 21:45:00,,,,2,12.512348030286475,12.512348030286475,103.35721764812894
2019-05-10 22:15:00,,,,2,7.2273354245904615,7.2273354245904615,110.5845530727194
2019-05-10 22:45:00,,,,2,7.2273354245904615,7.2273354245904615,117.81188849730987
2019-05-10 23:15:00,,,,2,6.749815306760023,6.749815306760023,124.5617038040699
2019-05-10 23:45:00,,,,2,6.749815306760023,6.749815306760023,131.31151911082992
2019-05-11 00:15:00,,,,2,0.6674626211790653,0.6674626211790653,131.97898173200898
2019-05-11 00:45:00,,,,2,0.6674626211790653,0.6674626211790653,132.64644435318803
2019-05-11 01:15:00,,,,2,0.5757898302599921,0.5757898302599921,133.22223418344802
2019-05-11 01:45:00,,,,2,0.5757898302599921,0.5757898302599921,133.79802401370802
2019-05-11 02:15:00,,,,2,0.9721510403153414,0.9721510403153414,134.77017505402335
2019-05-11 02:45:00,,,,2,0.9721510403153414,0.9721510403153414,135.7423260943387
2019-05-11 03:15:00,,,,2,0.984684983752093,0.984684983752093,136.72701107809078
2019-05-11 03:45:00,,,,2,0.984684983752093,0.984684983752093,137.71169606184287
2019-05-11 04:15:00,,,,2,-0.445717499241337,-0.445717499241337,137.26597856260153
2019-05-11 04:45:00,,,,2,-0.445717499241337,-0.445717499241337,136.8202610633602
2019-05-11 05:15:00,,,,2,-4.367464097134603,-4.367464097134603,132.45279696622558
2019-05-11 05:45:00,,,,2,-4.367464097134603,-4.367464097134603,128.08533286909096
2019-05-11 06:15:00,,,,2,3.2952784660634733,3.2952784660634733,131.38061133515444
2019-05-11 06:45:00,,,,2,3.2952784660634733,3.2952784660634733,134.67588980121792
2019-05-11 07:15:00,,,,2,4.315157068637987,4.315157068637987,138.9910468698559
2019-05-11 07:45:00,,,,2,4.315157068637987,4.315157068637987,143.30620393849387
2019-05-11 08:15:00,,,,2,-0.30476293533724214,-0.30476293533724214,143.00144100315663
2019-05-11 08:45:00,,,,2,-0.30476293533724214,-0.30476293533724214,142.6966780678194
2019-05-11 09:15:00,,,,2,-1.1870390042076968,-1.1870390042076968,141.5096390636117
2019-05-11 09:45:00,,,,2,-1.1870390042076968,-1.1870390042076968,140.322600059404
2019-05-11 10:15:00,,,,2,-1.014261147800353,-1.014261147800353,139.30833891160367
2019-05-11 10:45:00,,,,2,-1.014261147800353,-1.014261147800353,138.29407776380333
2019-05-11 11:15:00,,,,2,0.24968427332142779,0.24968427332142779,138.54376203712476
2019-05-11 11:45:00,,,,2,0.24968427332142779,0.24968427332142779,138.7934463104462
2019-05-11 12:15:00,,,,2,-3.5457953011428427,-3.5457953011428427,135.24765100930335
2019-05-11 12:45:00,,,,2,-3.5457953011428427,-3.5457953011428427,131.7018557081605
2019-05-11 13:15:00,,,,2,-2.3173766300000103,-2.3173766300000103,129.3844790781605
2019-05-11 13:45:00,,,,2,-2.3173766300000103,-2.3173766300000103,127.06710244816048
2019-05-11 14:15:00,,,,2,4.130808995499993,4.130808995499993,131.19791144366047
2019-05-11 14:45:00,,,,2,4.130808995499993,4.130808995499993,135.32872043916046
2019-05-11 15:15:00,,,,2,5.636735669142895,5.636735669142895,140.96545610830336
2019-05-11 15:45:00,,,,2,5.636735669142895,5.636735669142895,146.60219177744625
2019-05-11 16:15:00,,,,2,-4.070140618072785,-4.070140618072785,142.53205115937345
2019-05-11 16:45:00,,,,2,-4.070140618072785,-4.070140618072785,138.46191054130065
2019-05-11 17:15:00,,,,2,4.162691885665886,4.162691885665886,142.62460242696653
2019-05-11 17:45:00,,,,2,4.162691885665886,4.162691885665886,146.7872943126324
2019-05-11 18:15:00,,,,2,8.16897697263174,8.16897697263174,154.95627128526417
